age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
28,Private,376302,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States
42,Self-emp-not-inc,215219,11th,7,Separated,Other-service,Unmarried,White,Female,0,0,30,United-States
18,Private,478380,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
43,Private,187861,HS-grad,9,Separated,Transport-moving,Unmarried,White,Female,0,0,44,United-States
38,Self-emp-not-inc,192939,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
23,Private,549349,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
31,Private,219619,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,48,United-States
72,?,289930,Bachelors,13,Separated,?,Not-in-family,White,Female,991,0,7,United-States
28,Private,137898,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
20,Private,117476,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46,Private,73434,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
23,Local-gov,314819,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
48,Private,268234,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
49,Private,170871,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
20,Private,175069,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Yugoslavia
54,Private,170562,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
31,Private,137444,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
37,State-gov,239409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
18,Private,104704,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States
27,Private,29732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,36,United-States
48,Private,300168,12th,8,Separated,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
24,Private,388093,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
49,Self-emp-inc,191681,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
44,Private,121874,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,55,United-States
46,Private,113806,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,?
33,Private,578701,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?
47,Private,176239,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
45,Self-emp-not-inc,176814,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
24,Private,329408,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
37,Private,220314,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico
29,Private,134890,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
63,Private,383058,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States
46,Federal-gov,330901,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
31,Private,184889,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States
56,Local-gov,160829,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States
44,Private,442035,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
41,Private,175642,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
31,State-gov,181824,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,35,United-States
35,Private,285102,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Taiwan
17,Private,100828,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States
19,Private,238969,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States
42,Private,39324,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
50,Private,278188,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,45,United-States
31,State-gov,75755,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States
69,Private,228921,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,0,2282,40,United-States
43,Federal-gov,115562,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
35,Private,192923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,40,United-States
35,State-gov,248374,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
64,?,64101,12th,8,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States
52,Private,177858,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,55,United-States
28,Private,294936,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
33,Private,248584,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
32,Private,153471,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States
38,Private,167482,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States
57,Private,61474,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,United-States
20,Local-gov,350845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States
28,Private,122922,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
33,Private,292465,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
28,Private,120135,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
37,Self-emp-not-inc,82540,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States
23,Private,265077,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
44,Private,138077,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States
56,Local-gov,216851,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
24,Private,43323,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States
38,Private,87282,Assoc-voc,11,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States
58,Private,140363,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,30,United-States
22,Private,272615,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
67,Private,150516,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States
27,Private,104423,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
54,?,124993,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
40,Private,287983,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,2258,48,Philippines
34,Private,318886,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States
41,Private,101290,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
21,Private,119156,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
37,Private,325538,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,?
39,Private,77146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States
47,Private,197836,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
34,Local-gov,62463,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,40,United-States
35,Private,67728,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,45,United-States
43,Private,85995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
67,Self-emp-not-inc,127543,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2414,0,80,United-States
44,Private,103218,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
27,Private,419146,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,75,Mexico
27,?,204773,Assoc-acdm,12,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States
24,Private,197387,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico
42,Private,172148,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
41,Self-emp-not-inc,196001,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States
31,Federal-gov,101345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
23,Private,37783,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
50,Private,133963,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States
44,Private,179136,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
62,Private,143943,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,0,0,7,United-States
31,Local-gov,381153,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,56,United-States
42,Private,150533,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,52,United-States
37,Self-emp-not-inc,241998,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,5,United-States
31,Private,226443,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
52,Private,338816,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States
25,?,126797,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,United-States
67,?,200862,10th,6,Never-married,?,Not-in-family,Black,Female,0,0,35,United-States
55,Federal-gov,113398,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States
17,Private,309504,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,24,United-States
32,Self-emp-inc,345489,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
90,Private,311184,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,?
45,Private,179659,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States
44,Private,187629,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States
60,Private,63296,Masters,14,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States
62,Private,270092,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
25,Private,182227,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States
66,Self-emp-not-inc,28061,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Male,0,0,50,United-States
17,Private,73338,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
44,Private,191814,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
22,Private,279901,HS-grad,9,Married-civ-spouse,Other-service,Own-child,Black,Male,0,0,40,United-States
54,Private,220055,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States
44,Private,139338,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,United-States
37,Private,409189,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
70,?,158642,HS-grad,9,Widowed,?,Not-in-family,White,Female,2993,0,20,United-States
29,Private,228860,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States
19,?,371827,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Portugal
51,Private,123429,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Male,0,0,30,United-States
20,Private,162688,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,38,United-States
44,Private,167725,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States
35,Private,142282,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States
34,Self-emp-not-inc,56460,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,2179,12,United-States
22,Private,83704,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States
76,?,152802,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States
33,Private,355996,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
29,Private,224421,Assoc-voc,11,Married-AF-spouse,Farming-fishing,Husband,White,Male,0,0,44,United-States
41,Private,239683,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,?
48,Self-emp-not-inc,185385,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,98,United-States
24,Private,217226,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States
19,State-gov,354104,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States
39,State-gov,179668,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States
38,Private,351299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States
29,Private,338270,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
23,Private,173851,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
23,Private,235853,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
60,Private,224097,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
48,Private,121253,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,2472,70,United-States
47,Private,304133,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
46,Private,208067,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States
50,Private,280278,HS-grad,9,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
65,Private,271092,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,?
66,Private,186324,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,5,United-States
36,Private,248708,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
30,Private,158420,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,25,United-States
43,Federal-gov,197069,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Philippines
47,Local-gov,543162,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
59,Local-gov,130532,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Poland
48,Private,227714,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
64,?,45817,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States
26,Private,291968,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States
52,Local-gov,30118,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3137,0,42,United-States
42,Private,198422,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States
19,Private,278915,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,52,United-States
46,Local-gov,230979,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,4787,0,25,United-States
39,Private,28572,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,United-States
30,Private,181651,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
22,Private,67234,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States
17,Private,106733,11th,7,Never-married,Craft-repair,Own-child,White,Male,594,0,40,United-States
34,Private,117963,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
36,Private,151835,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States
60,Private,223696,1st-4th,2,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,38,Dominican-Republic
27,Self-emp-not-inc,30244,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,80,United-States
41,Private,183203,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
55,Private,129173,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
23,Private,160968,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States
58,?,147653,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,36,United-States
39,Self-emp-not-inc,103110,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
55,Federal-gov,88876,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,United-States
22,Private,291979,11th,7,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
